Accident_Chainage,Accident_LATITUDE,Accident_LONGITUDE,Equipment_Chainage,Equip_LATITUDE,Equip_LONGITUDE
6,78.2966100135001,17.4142700135001,5.85,78.29526,17.41292
6,78.2966100135001,17.4142700135001,5.85,78.29526,17.41292
6,78.2966100135001,17.4142700135001,5.85,78.29526,17.41292
6.3,78.2993100405004,17.4169700405004,5.85,78.29526,17.41292
6.3,78.2993100405004,17.4169700405004,5.85,78.29526,17.41292
6.4,78.2811799549995,17.4109299549996,6.9,78.28568,17.41543
6.5,78.2820799639996,17.4118299639996,6.9,78.28568,17.41543
6.5,78.2820799639996,17.4118299639996,6.9,78.28568,17.41543
6.5,78.2820799639996,17.4118299639996,6.9,78.28568,17.41543
6.5,78.2820799639996,17.4118299639996,6.9,78.28568,17.41543
6.7,78.2838799819998,17.4136299819998,6.9,78.28568,17.41543
6.9,78.28568,17.41543,6.9,78.28568,17.41543
7,78.2865800090001,17.4163300090001,6.9,78.28568,17.41543
7,78.2865800090001,17.4163300090001,6.9,78.28568,17.41543
7,78.2865800090001,17.4163300090001,6.9,78.28568,17.41543
7,78.2865800090001,17.4163300090001,6.9,78.28568,17.41543
7.1,78.2874800180002,17.4172300180002,6.9,78.28568,17.41543
7.3,78.2892800360004,17.4190300360004,6.9,78.28568,17.41543
7.5,78.2721499567996,17.4143499567996,7.98,78.27647,17.41867
7.5,78.2721499567996,17.4143499567996,7.98,78.27647,17.41867
7.5,78.2721499567996,17.4143499567996,7.98,78.27647,17.41867
7.8,78.2748499837998,17.4170499837998,7.98,78.27647,17.41867
7.9,78.2757499927999,17.4179499927999,7.98,78.27647,17.41867
7.9,78.2757499927999,17.4179499927999,7.98,78.27647,17.41867
7.98,78.27647,17.41867,7.98,78.27647,17.41867
7.98,78.27647,17.41867,7.98,78.27647,17.41867
8,78.2766500018,17.4188500018,7.98,78.27647,17.41867
8,78.2766500018,17.4188500018,7.98,78.27647,17.41867
8.5,78.2632199549995,17.4181899549995,9,78.26772,17.42269
8.5,78.2632199549995,17.4181899549995,9,78.26772,17.42269
8.6,78.2641199639996,17.4190899639996,9,78.26772,17.42269
8.65,78.2645699684997,17.4195399684997,9,78.26772,17.42269
8.9,78.2668199909999,17.4217899909999,9,78.26772,17.42269
8.95,78.2672699955,17.4222399955,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9,78.26772,17.42269,9,78.26772,17.42269
9.1,78.2686200090001,17.4235900090001,9,78.26772,17.42269
9.2,78.2695200180002,17.4244900180002,9,78.26772,17.42269
9.3,78.2704200270003,17.4253900270003,9,78.26772,17.42269
9.5,78.2722200450005,17.4271900450005,9,78.26772,17.42269
9.5,78.2722200450005,17.4271900450005,9,78.26772,17.42269
9.5,78.2722200450005,17.4271900450005,9,78.26772,17.42269
9.6,78.2594399594996,17.4266499594996,10.05,78.26349,17.4307
9.6,78.2594399594996,17.4266499594996,10.05,78.26349,17.4307
10,78.2630399955,17.4302499955,10.05,78.26349,17.4307
10,78.2630399955,17.4302499955,10.05,78.26349,17.4307
10.05,78.26349,17.4307,10.05,78.26349,17.4307
10.45,78.2670900360004,17.4343000360004,10.05,78.26349,17.4307
10.5,78.2675400405004,17.4347500405004,10.05,78.26349,17.4307
10.5,78.2675400405004,17.4347500405004,10.05,78.26349,17.4307
10.5,78.2675400405004,17.4347500405004,10.05,78.26349,17.4307
10.5,78.2675400405004,17.4347500405004,10.05,78.26349,17.4307
10.5,78.2675400405004,17.4347500405004,10.05,78.26349,17.4307
10.7,78.2558099639996,17.4362499639996,11.1,78.25941,17.43985
10.8,78.2567099729997,17.4371499729997,11.1,78.25941,17.43985
10.95,78.2580599864999,17.4384999864999,11.1,78.25941,17.43985
11,78.2585099909999,17.4389499909999,11.1,78.25941,17.43985
11,78.2585099909999,17.4389499909999,11.1,78.25941,17.43985
11,78.2585099909999,17.4389499909999,11.1,78.25941,17.43985
11,78.2585099909999,17.4389499909999,11.1,78.25941,17.43985
11.1,78.25941,17.43985,11.1,78.25941,17.43985
11.15,78.2598600045,17.4403000045,11.1,78.25941,17.43985
11.15,78.2598600045,17.4403000045,11.1,78.25941,17.43985
11.5,78.2630100360004,17.4434500360004,11.1,78.25941,17.43985
11.5,78.2630100360004,17.4434500360004,11.1,78.25941,17.43985
11.5,78.2630100360004,17.4434500360004,11.1,78.25941,17.43985
11.8,78.2541399819998,17.4454799819998,12,78.25594,17.44728
12,78.25594,17.44728,12,78.25594,17.44728
12,78.25594,17.44728,12,78.25594,17.44728
12,78.25594,17.44728,12,78.25594,17.44728
12,78.25594,17.44728,12,78.25594,17.44728
12,78.25594,17.44728,12,78.25594,17.44728
12,78.25594,17.44728,12,78.25594,17.44728
12,78.25594,17.44728,12,78.25594,17.44728
12.1,78.2551399955,17.4468199955,12.15,78.25559,17.44727
12.15,78.25559,17.44727,12.15,78.25559,17.44727
12.3,78.2569400135001,17.4486200135001,12.15,78.25559,17.44727
12.3,78.2569400135001,17.4486200135001,12.15,78.25559,17.44727
12.5,78.2587400315003,17.4504200315003,12.15,78.25559,17.44727
12.5,78.2587400315003,17.4504200315003,12.15,78.25559,17.44727
12.5,78.2587400315003,17.4504200315003,12.15,78.25559,17.44727
12.5,78.2587400315003,17.4504200315003,12.15,78.25559,17.44727
12.5,78.2587400315003,17.4504200315003,12.15,78.25559,17.44727
12.5,78.2587400315003,17.4504200315003,12.15,78.25559,17.44727
12.5,78.2587400315003,17.4504200315003,12.15,78.25559,17.44727
12.8,78.2503799819998,17.4537599819998,13,78.25218,17.45556
12.9,78.2512799909999,17.4546599909999,13,78.25218,17.45556
13,78.25218,17.45556,13,78.25218,17.45556
13,78.25218,17.45556,13,78.25218,17.45556
13,78.25218,17.45556,13,78.25218,17.45556
13,78.25218,17.45556,13,78.25218,17.45556
13,78.25218,17.45556,13,78.25218,17.45556
13.1,78.2530800090001,17.4564600090001,13,78.25218,17.45556
13.1,78.2530800090001,17.4564600090001,13,78.25218,17.45556
13.2,78.2539800180002,17.4573600180002,13,78.25218,17.45556
13.4,78.2487399873999,17.4585699873999,13.54,78.25,17.45983
13.5,78.2496399964,17.4594699964,13.54,78.25,17.45983
13.5,78.2496399964,17.4594699964,13.54,78.25,17.45983
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.6,78.25027,17.46044,13.6,78.25027,17.46044
13.9,78.2486699909999,17.4632999909999,14,78.24957,17.4642
13.9,78.2486699909999,17.4632999909999,14,78.24957,17.4642
13.9,78.2486699909999,17.4632999909999,14,78.24957,17.4642
13.9,78.2486699909999,17.4632999909999,14,78.24957,17.4642
13.9,78.2486699909999,17.4632999909999,14,78.24957,17.4642
13.9,78.2486699909999,17.4632999909999,14,78.24957,17.4642
13.9,78.2486699909999,17.4632999909999,14,78.24957,17.4642
14,78.24957,17.4642,14,78.24957,17.4642
14,78.24957,17.4642,14,78.24957,17.4642
14,78.24957,17.4642,14,78.24957,17.4642
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.22,78.24894,17.46599,14.22,78.24894,17.46599
14.3,78.24956500225,17.46662500225,14.275,78.24934,17.4664
14.5,78.2513650202502,17.4684250202502,14.275,78.24934,17.4664
14.5,78.2513650202502,17.4684250202502,14.275,78.24934,17.4664
14.6,78.2522650292503,17.4693250292503,14.275,78.24934,17.4664
14.6,78.2522650292503,17.4693250292503,14.275,78.24934,17.4664
15,78.24817,17.47331,15,78.24817,17.47331
15,78.24817,17.47331,15,78.24817,17.47331
15.1,78.2490700090001,17.4742100090001,15,78.24817,17.47331
15.4,78.2517700360004,17.4769100360004,15,78.24817,17.47331
15.5,78.2443699729997,17.4774499729997,15.8,78.24707,17.48015
15.5,78.2443699729997,17.4774499729997,15.8,78.24707,17.48015
15.5,78.2443699729997,17.4774499729997,15.8,78.24707,17.48015
15.9,78.2479700090001,17.4810500090001,15.8,78.24707,17.48015
16,78.24678,17.48201,16,78.24678,17.48201
16,78.24678,17.48201,16,78.24678,17.48201
16,78.24678,17.48201,16,78.24678,17.48201
16.05,78.2472300045,17.4824600045,16,78.24678,17.48201
16.3,78.2494800270003,17.4847100270003,16,78.24678,17.48201
16.4,78.2503800360004,17.4856100360004,16,78.24678,17.48201
16.4,78.2503800360004,17.4856100360004,16,78.24678,17.48201
16.5,78.2512800450005,17.4865100450005,16,78.24678,17.48201
16.5,78.2512800450005,17.4865100450005,16,78.24678,17.48201
16.5,78.2512800450005,17.4865100450005,16,78.24678,17.48201
16.5,78.2512800450005,17.4865100450005,16,78.24678,17.48201
16.5,78.2512800450005,17.4865100450005,16,78.24678,17.48201
17,78.24552,17.49098,17,78.24552,17.49098
17,78.24552,17.49098,17,78.24552,17.49098
17,78.24552,17.49098,17,78.24552,17.49098
17.1,78.2464200090001,17.4918800090001,17,78.24552,17.49098
17.3,78.2482200270003,17.4936800270003,17,78.24552,17.49098
17.5,78.2500200450005,17.4954800450005,17,78.24552,17.49098
17.5,78.2500200450005,17.4954800450005,17,78.24552,17.49098
17.5,78.2500200450005,17.4954800450005,17,78.24552,17.49098
17.7,78.2414199729997,17.4972299729997,18,78.24412,17.49993
17.7,78.2414199729997,17.4972299729997,18,78.24412,17.49993
17.8,78.2423199819998,17.4981299819998,18,78.24412,17.49993
17.8,78.2423199819998,17.4981299819998,18,78.24412,17.49993
17.85,78.2427699864999,17.4985799864999,18,78.24412,17.49993
17.9,78.2432199909999,17.4990299909999,18,78.24412,17.49993
17.9,78.2432199909999,17.4990299909999,18,78.24412,17.49993
17.95,78.2436699955,17.4994799955,18,78.24412,17.49993
17.95,78.2436699955,17.4994799955,18,78.24412,17.49993
17.95,78.2436699955,17.4994799955,18,78.24412,17.49993
18,78.24412,17.49993,18,78.24412,17.49993
18.2,78.2459200180002,17.5017300180002,18,78.24412,17.49993
18.2,78.2459200180002,17.5017300180002,18,78.24412,17.49993
18.3,78.2468200270003,17.5026300270003,18,78.24412,17.49993
18.4,78.2477200360004,17.5035300360004,18,78.24412,17.49993
18.5,78.2486200450005,17.5044300450005,18,78.24412,17.49993
18.8,78.2401599819998,17.5069099819998,19,78.24196,17.50871
18.9,78.2410599909999,17.5078099909999,19,78.24196,17.50871
18.9,78.2410599909999,17.5078099909999,19,78.24196,17.50871
19,78.24196,17.50871,19,78.24196,17.50871
19,78.24196,17.50871,19,78.24196,17.50871
19,78.24196,17.50871,19,78.24196,17.50871
19.2,78.2437600180002,17.5105100180002,19,78.24196,17.50871
19.2,78.2437600180002,17.5105100180002,19,78.24196,17.50871
19.3,78.2446600270003,17.5114100270003,19,78.24196,17.50871
19.4,78.2455600360004,17.5123100360004,19,78.24196,17.50871
19.8,78.2371499819998,17.5154999819998,20,78.23895,17.5173
20,78.23895,17.5173,20,78.23895,17.5173
20,78.23895,17.5173,20,78.23895,17.5173
20.1,78.2398500090001,17.5182000090001,20,78.23895,17.5173
20.1,78.2398500090001,17.5182000090001,20,78.23895,17.5173
20.2,78.2407500180002,17.5191000180002,20,78.23895,17.5173
20.5,78.23698,17.52133,20.5,78.23698,17.52133
20.5,78.23698,17.52133,20.5,78.23698,17.52133
20.6,78.2378800090001,17.5222300090001,20.5,78.23698,17.52133
20.7,78.2387800180002,17.5231300180002,20.5,78.23698,17.52133
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21,78.23563,17.52575,21,78.23563,17.52575
21.1,78.2365300090001,17.5266500090001,21,78.23563,17.52575
21.1,78.2365300090001,17.5266500090001,21,78.23563,17.52575
21.3,78.2383300270003,17.5284500270003,21,78.23563,17.52575
21.4,78.2392300360004,17.5293500360004,21,78.23563,17.52575
21.5,78.2401300450005,17.5302500450005,21,78.23563,17.52575
21.5,78.2401300450005,17.5302500450005,21,78.23563,17.52575
21.5,78.2401300450005,17.5302500450005,21,78.23563,17.52575
21.5,78.2401300450005,17.5302500450005,21,78.23563,17.52575
21.5,78.2401300450005,17.5302500450005,21,78.23563,17.52575
21.8,78.2334799819998,17.5327199819998,22,78.23528,17.53452
21.8,78.2334799819998,17.5327199819998,22,78.23528,17.53452
21.95,78.2348299955,17.5340699955,22,78.23528,17.53452
22,78.23528,17.53452,22,78.23528,17.53452
22,78.23528,17.53452,22,78.23528,17.53452
22,78.23528,17.53452,22,78.23528,17.53452
22,78.23528,17.53452,22,78.23528,17.53452
22.025,78.23465,17.53412,22.025,78.23465,17.53412
22.05,78.23487500225,17.53434500225,22.025,78.23465,17.53412
22.1,78.2353250067501,17.5347950067501,22.025,78.23465,17.53412
22.2,78.23725,17.53813,22.2,78.23725,17.53813
22.2,78.23725,17.53813,22.2,78.23725,17.53813
22.2,78.23725,17.53813,22.2,78.23725,17.53813
22.2,78.23725,17.53813,22.2,78.23725,17.53813
22.2,78.23725,17.53813,22.2,78.23725,17.53813
22.2,78.23725,17.53813,22.2,78.23725,17.53813
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.25,78.23687,17.53777,22.25,78.23687,17.53777
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.3,78.23641,17.53771,22.3,78.23641,17.53771
22.35,78.2368600045001,17.5381600045,22.3,78.23641,17.53771
22.45,78.23786499865,17.53784499865,22.465,78.238,17.53798
22.45,78.23786499865,17.53784499865,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.5,78.23831500315,17.53829500315,22.465,78.238,17.53798
22.88,78.2396299891999,17.5403199891999,23,78.24071,17.5414
23,78.24071,17.5414,23,78.24071,17.5414
23,78.24071,17.5414,23,78.24071,17.5414
23,78.24071,17.5414,23,78.24071,17.5414
23,78.24071,17.5414,23,78.24071,17.5414
23,78.24071,17.5414,23,78.24071,17.5414
23.1,78.2416100090001,17.5423000090001,23,78.24071,17.5414
23.1,78.2416100090001,17.5423000090001,23,78.24071,17.5414
23.1,78.2416100090001,17.5423000090001,23,78.24071,17.5414
23.25,78.2429600225002,17.5436500225002,23,78.24071,17.5414
23.3,78.2434100270003,17.5441000270003,23,78.24071,17.5414
23.3,78.2434100270003,17.5441000270003,23,78.24071,17.5414
23.4,78.2443100360004,17.5450000360004,23,78.24071,17.5414
23.4,78.2443100360004,17.5450000360004,23,78.24071,17.5414
23.5,78.2450499684997,17.5406799684997,23.85,78.2482,17.54383
23.5,78.2450499684997,17.5406799684997,23.85,78.2482,17.54383
23.5,78.2450499684997,17.5406799684997,23.85,78.2482,17.54383
23.6,78.2459499774998,17.5415799774998,23.85,78.2482,17.54383
23.6,78.2459499774998,17.5415799774998,23.85,78.2482,17.54383
23.6,78.2459499774998,17.5415799774998,23.85,78.2482,17.54383
23.7,78.2468499864999,17.5424799864999,23.85,78.2482,17.54383
23.85,78.2482,17.54383,23.85,78.2482,17.54383
24,78.2503900090001,17.5449800090001,23.9,78.24949,17.54408
24,78.2503900090001,17.5449800090001,23.9,78.24949,17.54408
24.4,78.2532899594996,17.5415199594996,24.85,78.25734,17.54557
24.5,78.2541899684997,17.5424199684997,24.85,78.25734,17.54557
24.5,78.2541899684997,17.5424199684997,24.85,78.25734,17.54557
24.8,78.2568899955,17.5451199955,24.85,78.25734,17.54557
24.85,78.25734,17.54557,24.85,78.25734,17.54557
24.85,78.25734,17.54557,24.85,78.25734,17.54557
24.9,78.2577900045,17.5460200045,24.85,78.25734,17.54557
24.98,78.2585100117001,17.5467400117001,24.85,78.25734,17.54557
25,78.2586900135001,17.5469200135001,24.85,78.25734,17.54557
25,78.2586900135001,17.5469200135001,24.85,78.25734,17.54557
25.3,78.2613900405004,17.5496200405004,24.85,78.25734,17.54557
25.3,78.2613900405004,17.5496200405004,24.85,78.25734,17.54557
25.4,78.2625499594996,17.5433499594996,25.85,78.2666,17.5474
25.5,78.2634499684997,17.5442499684997,25.85,78.2666,17.5474
25.6,78.2643499774998,17.5451499774998,25.85,78.2666,17.5474
25.7,78.2652499864999,17.5460499864999,25.85,78.2666,17.5474
25.75,78.2656999909999,17.5464999909999,25.85,78.2666,17.5474
25.85,78.2666,17.5474,25.85,78.2666,17.5474
25.85,78.2666,17.5474,25.85,78.2666,17.5474
25.95,78.2675000090001,17.5483000090001,25.85,78.2666,17.5474
26,78.2679500135001,17.5487500135001,25.85,78.2666,17.5474
